"Name of Satellite, Alternate Names"	Country of Operator/Owner	Operator/Owner	Users	Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	Dry Mass (kg.)	Power (watts)	Date of Launch	Expected Lifetime	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																														
AprizeSat 3	USA/Argentina	Aprize Satellite/Latin Trade Satellite	Commercial	Communications	LEO	Sun-Synchronous	0	564	679	8.22E-03	98.13	97.54	12	12		7/29/2009		SpaceQuest	USA	Baikonur Cosmodrome	Dnepr	2009-041F	35686	Will provide tracking and data monitoring services for companies with remote or mobile assets.		SC - ASCR	http://www.talksatellite.com/Americas-A830.htm	http://www.aprizesat.com/press/AprizeSat_Launch_9-8-08.pdf																																																																																																																																																																																																																																		
AprizeSat 4	USA/Argentina	Aprize Satellite/Latin Trade Satellite	Commercial	Communications	LEO	Sun-Synchronous	0	605	677	5.13E-03	98.13	97.54	12	12		7/29/2009		SpaceQuest	USA	Baikonur Cosmodrome	Dnepr	2009-041D	35684	Will provide tracking and data monitoring services for companies with remote or mobile assets.		SC - ASCR	http://www.talksatellite.com/Americas-A830.htm	http://www.aprizesat.com/press/AprizeSat_Launch_9-8-08.pdf																																																																																																																																																																																																																																		
AprizeSat 5	USA/Argentina	Aprize Satellite/Latin Trade Satellite	Commercial	Communications	LEO	Sun-Synchronous	0	609	698	6.34E-03	98.2	97.8	12	12		8/17/2011		SpaceQuest	USA	Dombarovsky Missile Base	Dnepr 1	2011-044E	37792	Continuation of constellation.		SC - ASCR	http://www.exactearth.com/news-folder-2/dnepr-launches-aprizesat-5-and-aprizesat-6/	http://www.aprizesat.com/technology.php	http://www.lib.cas.cz/space.40/2011/044E.HTM																																																																																																																																																																																																																																	
AprizeSat 6	USA/Argentina	Aprize Satellite/Latin Trade Satellite	Commercial	Communications	LEO	Sun-Synchronous	0	627	697	4.98E-03	98.2	97.9	12	12		8/17/2011		SpaceQuest	USA	Dombarovsky Missile Base	Dnepr 1	2011-044F	37793	Continuation of constellation.		SC - ASCR	http://www.lib.cas.cz/space.40/2011/044F.HTM	http://www.aprizesat.com/technology.php																																																																																																																																																																																																																																		
Apstar 1	China (PR)	APT Satellite Holdings Ltd.	Commercial	Communications	GEO		141.94	"35,782"	"35,795"	1.54E-04	6.5	1436.21	"1,383"	726		7/21/1994		Hughes 	USA	Xichang Satellite Launch Center	Long March 3	1994-043A	23185	In highly inclined orbit.		JM/1_12	http://www.apstar.com/	http://www.lib.cas.cz/space.40/1994/043A.HTM																																																																																																																																																																																																																																		
Apstar 1A	China (PR)	APT Satellite Holdings Ltd.	Commercial	Communications	GEO		51.47	"35,779"	"35,790"	1.30E-04	5.89	1436.03	"1,383"	726		7/3/1996		Hughes	USA	Xichang Satellite Launch Center	Long March 3	1996-039A	23943	In highly inclined orbit.		JM/1_12	http://www.apstar.com/	http://www.lib.cas.cz/space.40/1996/039A.HTM																																																																																																																																																																																																																																		
Apstar 2R (Telstar 10)	China (PR)	Leased to APT Satellite Holdings Ltd./Loral Skynet	Commercial	Communications	GEO		76.55	"35,769"	"35,803"	4.03E-04	0.03	1436.1	"3,750"	"2,000"	"8,300"	10/17/1997	15 yrs.	Space Systems/Loral	USA	Xichang Satellite Launch Center	Long March 3B	1997-062A	25010	"One of the most powerful in Asia-Pacific service; 28 C-band, 16 Ku-band; China, Korea, Taiwan, Europe, Africa, Australia."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html		http://www.apstar.com/apstar/apstar_sys.html																																																																																																																																																																																																																																	
Apstar 6	China (PR)	APT Satellite Holdings Ltd.	Commercial	Communications	GEO		134.04	"35,778"	"35,794"	1.90E-04	0.01	1436.08	"4,680"			4/12/2005		Alcatel Space Industries	France	Xichang Satellite Launch Center	Long March 3B	2005-012A	28638			JM/12_08	http://www.apstar.com/apstar/apstar_vi.html	http://www.apstar.com/pressroom/press/press50.htm	http://www.lib.cas.cz/knav/space.40/2005/I012A.HTM																																																																																																																																																																																																																																	
Arabsat 2B (Arabsat IIB)	Multinational	Arab Satellite Communications Org. (ASCO)	Government	Communications	GEO		30.51	"35,774"	"35,798"	2.85E-04	0.05	1436.09	"2,661"	"1,570"	"5,000"	11/13/1996	14 yrs.	Alcatel Space Industries	France	Guiana Space Center	Ariane 44L	1996-063A	24652	Second generation; radio and tv communications to Middle East.		JM/12_08	www.arabsat.com	http://nssdc.gsfc.nasa.gov/spacewarn/spx517.html	http://www.selkirkshire.demon.co.uk/analoguesat/comparison20.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																																
Arabsat 5C	Multinational	Arab Satellite Communications Org. (ASCO)	Government	Communications	GEO		19.99	"35,766"	"35,805"	4.63E-04	0.06	1436.06	"4,630"			9/21/2011	15 yrs.	Astrium/Thales Alenia Space	France	Guiana Space Center	Arinae 5 ECA	2011-049B	37810	"26 active C-band transponders, 12 active Ka-band transponders"		JM/1_12	http://www.arabsat.com/pages/PressReleaseDetails.aspx?id=197			http://www.lib.cas.cz/space.40//2011/049A.HTM																																																																																																																																																																																																																																
Artemis (Advanced Data Relay and Technology Mission Satellite) 	ESA	European Space Agency	Commercial/Government	Communications/Research	GEO		21.36	"35,771"	"35,803"	3.80E-04	7.03	1436.12	"3,105"	"1,500"	"4,600"	7/12/2001	10 yrs.	Alenia Spazio	Italy	Guiana Space Center	Ariane 5G	2001-029A	26863	"An 18-month rescue mission recovered the satellite; develop European capabilities in satellite communications; test new technologies; support development of European navigation system (EGNOS, c. 2010)."		SC - ASCR	http://www.esa.int/artemislaunch/	http://www.esa.int/export/esaSA/ESADLGPZ9NC_telecom_0.html	http://nssdc.gsfc.nasa/gov/spacewarn/spx573.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://news.softpedia.com/news/Anniversary-ESA-s-Artemis-Satellite-Turns-10-211060.shtml																																																																																																																																																																																																																															
AsiaSat 3S (Asiasat 3SA)	China (PR)	Asia Satellite Telecommunications Co. Ltd. (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		105.55	"35,780"	"35,792"	1.42E-04	0.02	1436.07	"3,480"	"2,500"	"10,000"	3/21/1999	15 yrs.	Boeing Satellite Systems	USA	Baikonur Cosmodrome	Proton K	1999-013A	25657	"28 C-band, 16 Ku-band; broadcasting, internet services, multimedia, telecommunications"		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx545.html	http://www.asiasat.com/eng/02_satellites/system_03.html																																																																																																																																																																																																																																	
AsiaSat 4 	China (PR)	Asia Satellite Telecommunications Co. Ltd. (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		122.24	"35,784"	"35,789"	5.93E-05	0	1436.1	"4,137"	"2,275"	"9,500"	4/12/2003	15 yrs.	Boeing Satellite Systems	USA	Cape Canaveral	Atlas 3B	2003-014A	27718	"28 C-band, 16 Ku-band; extensive C-band coverage across Asia and targeted Ku-band beams for Australasia, East Asia, and a BSS payload for provision of Direct to Home (DTH) services to Hong Kong."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx594.html	http://www.asiasat.com/eng/02_satellites/system_03.html																																																																																																																																																																																																																																	
AsiaSat 5	China (PR)	Asia Satellite Telecommunications Co. Ltd. (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		100.5	"35,778"	"35,795"	2.02E-04	0	1436.11	"3,760"			8/11/2009	15 yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Breeze M	2009-042A	35696	"14 Ku-Band, 26 C-band, serving all of Asia."		JM/10/09	http://www.satnews.com/cgi-bin/story.cgi?number=1887627197	http://www.spacetoday.net/Summary/4670	http://www.asiasat.com/asiasat/contentView.php?section=170&lang=0#Headline																																																																																																																																																																																																																																	
AsiaSat 7	China (PR)	Asia Satellite Telecommunications Co. Ltd. (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		105.5	"35,782"	"35,793"	1.30E-04	0.02	1436.17	"3,813"			11/25/2011	15 yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Proton M	2011-069A	37933	"28 C-band, 17 Ku-band, and a Ka-band payload. Will replace AsiaSat-3S."		JM/1_12	http://www.asiasat.com/asiasat/contentView.php?section=202&lang=0			http://www.lib.cas.cz/space.40/2011/069A.HTM																																																																																																																																																																																																																																
AsiaStar 	USA	1Worldspace	Commercial	Communications	GEO		104.97	"35,773"	"35,801"	3.32E-04	0.02	1436.15	"2,775"	"1,530"	"5,600"	3/21/2000	15 yrs.	Alcatel Space Industries	France	Guiana Space Center	Ariane 5G	2000-016A	26107	"Africa, Middle East, Asia, Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx557.html	http://www.worldspace.com/about/index.html																																																																																																																																																																																																																																	
Astra 1C 	Luxembourg	SES (Societe Europienne des Satellites)	Commercial	Communications	GEO		2.02	"35,771"	"35,801"	3.56E-04	2.09	1436.08	"2,790"	"1,700"	"3,300"	5/12/1993	15 yrs.	Hughes	USA	Guiana Space Center	Ariane 42L	1993-031A	22653	16 Ku-band transponders; 48 channels; broadcast and broadband multimedia services; continental Europe.		JM/12_08	www.astra.lu/corporate/satellites/fleet	http://nssdc.gsfc.nasa.gov/spacewarn/spx475.html	http://www.ses-astra.com/satellites/fleet/satellites.php?sat=8	http://perso.wanadoo.fr/eurospace/espdatabase/S596.html																																																																																																																																																																																																																																
Astra 1D 	Luxembourg	SES (Societe Europienne des Satellites)	Commercial	Communications	GEO		31.2	"35,776"	"35,795"	2.25E-04	1.15	1436.08	"2,924"	"1,700"	"3,300"	11/1/1994	15 yrs.	Hughes	USA	Guiana Space Center	Ariane 42P	1994-070A	23331	Primarily backup for Astra 1B and 1C; 18 Ku-band transponders; continental Europe.		JM/12_08	www.astra.lu/corporate/satellites/fleet	http://nssdc.gsfc.nasa.gov/spacewarn/spx493.html	http://www.ses-astra.com/satellites/fleet/satellites.php?sat=16	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																																
